# Date | Day | Title | Morse
20231218 | 662 | UKRAINE RUNS RUSSIANS OVER! Current Ukraine War Footage And News With The Enforcer (Day 662) | UKRAINE IS LITRALLY RUNNING OVER THE RUSSIAN LINES. HOPEFULLY THEY WILL KEEP GOING! LONG LIVE THE LSA!              
20231219 | 663 | - | -                    
20231220 | 664 | UKRAINE TAKES RUSSIAN STRONGHOLD! Breaking Ukraine War Footage And News With The Enforcer (Day 664) | RUSSIAN FORCES ARE PRAYING THAT THEY WON'T FREEZE THIS WINTER. LONG LIVE THE LSA!                 
20231221 | 665 | HEAVY RUSSIAN LOSSES IN AVDIIVKA! Current Ukraine War Footage And News With The Enforcer (Day 665) | THE LEAF SPRING MUST WORK WITH ALL OF IT'S STRENGTH TO SUPPORT UKRAINE. LONG LIVE THE LSA! THE LSA NEVER DIES!              
20231222 | 666 | RUSSIANS SURRENDER IN BAKHMUT! Current Ukraine War Footage And News With The Enforcer (Day 666) | MARCH ON THE LSA! LET'S KEEP THE FLAGS HIGH UNTIL WE SEE THE VICTORY! LONG LIVE THE LSA!        
20231223 | 667 | RUSSIAN AIR FORCE SHOT DOWN! Current Ukraine War Footage And News With The Enforcer (Day 667) | RUSSIAN PILOTS ARE BECOMING AN ENDANGERED SPECIES. LONG LIVE THE LSA!              
20231224 | 668 | UKRAINE GETS ADVANCED FIGHTER JETS! Current Ukraine War Footage And News With The Enforcer (Day 668) | RUSSIAN FORCES ARE BEING BEATEN SILLY AT THE MOMENT. LONG LIVE THE LSA! THE LSA SENDS IT'S REGARDS!                  
20231225 | 669 | RUSSIA CAN'T FIGHT ANY LONGER! Breaking Ukraine War Footage And News With The Enforcer (Day 669) | -                    
20231226 | 670 | - | -
20231227 | 671 | MASSIVE EXPLOSION DESTROYS SHIP! Current Ukraine War Footage And News With The Enforcer (Day 671) | RUSSIAN FORCES ARE NOT MAKING THE LANDING BUT THE UKRAINIANS SURE ARE! LONG LIVE THE LSA!                
20231228 | 672 | UKRAINE RETAKES MAJOR BATTLEFIELD! Current Ukraine War Footage And News With The Enforcer (Day 672) | UKRAINE IS SHOWING THE EVEN AGAINST HEAVY RUSSIAN FORCES THERE IS STILL VICTORY!                
20231229 | 673 | NATO PREPARES FOR WAR! Current Ukraine War Footage And News With The Enforcer (Day 673) | NATO MUST PREPARE FOR WHATEVER MAY COME OUR WAY IN THE WORLD. LONG LIVE THE LSA! SLAVA UKRAINI!                   
20231230 | 674 | MASSIVE ATTACKS IN RUSSIA! Current Ukraine War Footage And News With The Enforcer (Day 674) | OH BOY THE UKRAINIANS ARE LTTING FEISTY AND GETTING DOWN AND DIRTY WITH THE RUSKIES. LONG LIVE THE LSA!                
20231231 | 675 | RUSSIA ATTACKS THEIR OWN CITY! Current Ukraine War Footage And News With The Enforcer (Day 675) | THEY BE GETTING THE HOT DOGS BECAUSE THEY GOT THAT DOG IN 'EM. LONG HIVE THE LSA! SLAVA UKRAINI!                 

20240101 | 676 | - | -                    
20240102 | 677 | - | -                    
20240103 | 678 | HUGE AIR BATTLE OVER UKRAINE! Current Ukraine War Footage And News With The Enforcer (Day 678) |THE LSA HAS FINALLY BEEN RECOGNIZED FOR OUR ACHIVEMENTS. LONG LIVE THE LSA! THE LSA           
20240104 | 679 | MAJOR BATTLES ON ALL FRONTS! Current Ukraine War Footage And News With The Enforcer (Day 679) | WELCOME BACK TO THE 240 UKRAINIANS WHO JUST BECAME FREE, MAY THERE BE MANY MORE! LSA!          
20240105 | 680 | UKRAINE STRIKES ALL RUSSIAN BASES! Current Ukraine War Footage And News With The Enforcer (Day 680) | UKRAINE WENT ALL OUT TO BEAT UP THE RUSKIES TODAY. LONG LIVE THE LSA!                  
20240106 | 681 | - | -                    
20240107 | 682 | RUSSIAN FORCES RETREAT, HEAVY LOSSES! Current Ukraine War Footage & News With The Enforcer (Day 682) | UKRAINE KEEPS PUSHING AND WILL RETAKE CRIMEA. LONG LIVE THE LSA, AND SLAVA UKRAINI!                
20240108 | 683 | UKRAINE RAIDS RUSSIAN TRENCHES! Current Ukraine War Footage & News With The Enforcer (Day 683) | RUSSIANS LOSING HUNDREDS OF MEN IN A DAY IS ABOUT AS SHOCKING AS THE SUN RISING THE NEXT DAY. LONG LIVE THE LSA!          
20240109 | 684 | - | -                    
20240110 | 685 | RUSSIAN ATTACK DESTROYED! Current Ukraine War Footage And News With The Enforcer (Day 685) | CAN THERE EVER BE THE CHANCE THAT UKRAINE IS GOING TO THE THUNDER DOME? LONG LIVE THE LSA!              
20240111 | 686 | SHOCKING RUSSIAN REPORT FOUND! Current Ukraine War Footage And News With The Enforcer (Day 686) | THE LSA WILL KEEP GOING WITH EVERY OUNCE OF STRENGTH WE HAVE UNTIL THE WAR ENDS! LONG LIVE THE LSA!               
20240112 | 687 | AMERICA AT WAR WITH YEMEN! Breaking Ukraine/ Yemen War Footage And News With The Enforcer (Day 687) | -                    
20240113 | 688 | US FORCES BOMB KEY HOUTHI SITES! Breaking Ukraine/ Yemen War News With The Enforcer (Day 688) | -                    
20240114 | 689 | UKRAINE KNOCKS OUT RUSSIAN GRID! Current Ukraine War Footage And News With The Enforcer (Day 689) | UKRAINE WILL KEEP MARCHING ONWARDS TO TOTAL VICTORY! LONG LIVE THE LSA!    
20240115 | 690 | FLYING COMMAND POST SHOT DOWN! Breaking Ukraine War Footage And News With The Enforcer (Day 690) |   THIS IS THE SPARTAK BRIGADE CALLING COMMAND... ANYONE ON FREQUENCY... HELLO?
20240116 | 691  | - | -                    
20240117 | 692 | RUSSIAN GENERAL IS DEAD! Breaking Ukraine War Footage And News With The Enforcer (Day 692) | RUSSIAN GENERALS ARE GIVING OUT THE BRAND NEW COFFINS TO SEE IF THEY ARE MADE TO MATCH! LSA!
20240118 | 693 | RIOTS ERUPT IN RUSSIA, FACTORIES EXPLODE! Current Ukraine War News With The Enforcer (Day 693) | RUSSIAN IS NOW FIGHTING A WAR IN THE URALS DEEP INSIDE THEIR OWN NATION. LONG LIVE THE LSA!
20240119 | 694 | BLACKOUT IN CRIMEA, RUSSIANS PANIC! Current Ukraine War Footage And News With The Enforcer (Day 694) | IT'S GOTTEN A LITTLE DARK DOWN HERE IN CRIMEA... MUCH LIKE THE WAR ITSELF. LONG LIVE THE LSA!               
20240120 | 695 | CHINESE SOLDIERS IN RUSSIA! Current Ukraine War Footage And News With The Enforcer (Day 695) | THAT M2 BRADLEY GOT UKRAINE MOVING LIKE AN INVASIVE SPECIES. LONG LIVE THE LSA!                  
20240121 | 696 | EXPLOSIONS ROCK RUSSIA! Current Ukraine War Footage And News With The Enforcer (Day 696) | RUSSIAN IS WONDERING WHY THE GAS KEEPS EXPLODING, UKRAINE SAYS IT MUST BE THE BEANS. LSA!
20240122 | 697 | RUSSIAN SOLDIERS REFUSE ORDERS! Current Ukraine War Footage And News With The Enforcer (Day 697) | WOULD YA LOOK AT THAT, RUSSIANS MUTINYING HOW WILD! LONG LIVE THE LSA!                    
20240123 | 698 | - | -                    
20240124 | 699 | RUSSIAN ARMY TAKES RECORD LOSSES! Breaking Ukraine War Footage And News With The Enforcer (Day 699) | RUSSIA DECIDED TODAY WAS THE DAY TO CALL A BLACK FRIDAY AND CLEAR OUT THEIR INVENTORY. LONG LIVE THE LSA!               
20240125 | 700 | HUGE RUSSIAN JET SHOT DOWN! Breaking Ukraine War Footage And News With TheEnforcer (Day 700) | RUSSIA LOSING OIL REFINERIES AND JETS LIKE I LOSE FRIES BETWEEN THE CAR SEATS. LONG LIVE THE LSA!
20240126 | 701 | - | -                    
20240127 | 702 | RUSSIAN TRAINING CAMP EXPLODES! Breaking Ukraine War Footage And News With The Enforcer (Day 702) | TRAINING NOW INCLUDES THE ULTIMATE HIMARS EXPERIENCE, STARTING TODAY. LONG LIVE THE LSA!                    
20240128 | 703 | RUSSIAN TANK DESTROYED IN DUEL! Current Ukraine War Footage And News With The Enforcer (Day 703) | RUSSIAN FORCES WATCHING THEIR TANKS START MELTING MUST FEEL REALLY STUPID AT THIS POINT. LSA!
20240129 | 704 | US SOLDIERS KILLED BY IRAN! Breaking Middle East/ Ukraine War News With The Enforcer (Day 704) | GOD BLESS AMERICA
20240130 | 705 | - | -                    
20240131 | 706 | MASSIVE EXPLOSIONS IN RUSSIA! Breaking Ukraine War Footage And News With The Enforcer (Day 706) | MEAN WHILE IN CHELYABINSK THEY ARE FEELING LIKE IT'S THE F0'S AGAIN AND THE AIR IS GETTING SPICY!      

20240201 | 707 | RUSSIA DEVASTATED FROM HUGE ATTACK! Breaking Ukraine War Footage & News With The Enforcer (Day 707) | THROUGH THE MARCHES OF TIME PEOPLE WILL KNOW OF THE FEATS OF THE LSA AND THE ENFORCER CHANNEL. LONG LIVE THE LSA!
20240202 | 708 | RUSSIAN SHIP EXPLODES AND SINKS! Breaking Ukraine War Footage And News With The Enforcer (Day 708) | THROUGH THE MARCHES OF TIME PEOPLE WILL KNOW OF THE FEATS OF THE LSA AND THE ENFORCER CHANNEL. LONG LIVE THE LSA!
20240203 | 709 | US FORCES CARPET BOMB IRANIAN BASES! Breaking Iran/Ukraine War News With The Enforcer (Day 709) | AMERICA WILL FIGHT FOR WHAT'S RIGHT! LSA!
20240204 | 710 | MASSIVE STRIKE CRIPPLES RUSSIA! Breaking Ukraine War Footage And News With The Enforcer (Day 710) | SKIES OF RUSSIA WILL BE BLACKENED WITH BURNING OIL. LONG LIVE THE LSA!
20240205 | 711 | RUSSIA FEARS NEW UKRAINIAN TANK! Breaking Ukraine War Footage & News With The Enforcer (Day 711) | RUSSIA QUIVERS IN FEAR SEEING ABRAMS COME ON TO THE FRONTLINE. LONG LIVE THE LSA!
20240206 | 712 | - | -                    
20240207 | 713 | UKRAINE ENCIRCLES RUSSIAN ARMY! Breaking Ukraine War Footage And News With The Enforcer (Day 713) | THEY ARE LEARNING THE HARD WAY IN AVIIVKA NOW. LONG LIVE THE LSA!
20240208 | 714 | ICBM FACTORY EXPLODES IN RUSSIA! Breaking Ukraine War Footage And News With The Enforcer (Day 714) | NUCLEAR ROCKET PLANTS ARE EXPLODING, AND THIS IS \ SECOND BEST, \ IN RUSSIA'S MIND. LONG LIVE THE LSA!
20240209 | 715 | MASSIVE ATTACKS ALL OVER RUSSIA! Breaking Ukraine War Footage And News With The Enforcer (Day 715) | THAT INTERVIEW WITH PUTIN WAS LIKE WATCHING THE PAINT DRY ON THE WALL. LONG LIVE THE LSA!
20240210 | 716 | RUSSIAN ARMY REFUSES ORDERS! Breaking Ukraine War Footage And News With The Enforcer (Day 716) | PUTIN HAS TO PAY THE RUSSIAN ARMY, IF NOT WITH MONEY, IT WILL BE WITH HIS BLOOD. LONG LIVE THE LSA!
20240211 | 717 | CRITICAL SITUATION IN AVDIIVKA! Breaking Ukraine War Footage And News With The Enforcer (Day 717) | UKRAINE MUST PULL TOGETHER AND PUSH THE RUSSIANS BACK! LONG LIVE THE LSA! SLAVA UKRAINI!
20240212 | 718 | UKRAINE USES NEW SECRET WEAPON! Breaking Ukraine War Footage And News With The eEnforcer (Day 718) | HOPEFULLY THIS NEW WEAPON WILL KEEP URAINIES SAFE. LONG LIVE THE LSA! SLAVA UKRAINI!
20240213 | 719 | - | -
20240214 | 720 | - | -                    
20240215 | 721 | RUSSIA HIT WITH MASSIVE ATTACKS, SHIP SINKS! Breaking Ukraine War News With The Enforcer (Day 721) | RUSSIA IS TRYING TO PULL AN OPERATION STARFISH PRIME AND THAT'S NOT GOING TO FLY. LSA
20240216 | 722 | RUSSIA ATTACKS IT'S OWN CITY! Breaking Ukraine War Footage And News With The Enforcer (Day 722) | HAPPY BIRTHDAY TO YOU, HAPPY BIRTHDAY TO YOU, LONG LIVE THE LSA!
20240217 | 723 | UKRAINE LEAVES AVDIIVKA, HUGE BATTLE! Current Ukraine War News With The Enforcer (Day 723) | UKRAINE WILL LIVE TO FIGHT ANOTHER BATTLE ANOTHER DAY. LONG LIVE THE LSA! SLAVA UKRAINI!
20240218 | 724 | - | -                    
20240219 | 725 | RUSSIA TAKES AVDIIVKA, BUT AT WHAT COST! Breaking Ukraine War News With The Enforcer (Day 725) | RUSSIA TAKES THE CITY AND THEN OPENLY ADMITS IT WAS NOT WORTH THE LOSSES. A VERY RUSSIAN ENDING. LONG LIVE THE LSA!
20240220 | 726 | - | -                    
20240221 | 727 | RUSSIANS LOSE HUGE AIR BATTLE! Breaking Ukraine War Footage And News With The Enforcer (Day 727) | RUSSIA'S AIR FORCE IS LOSING AIR BATTLE AGAIN ST BELIEVE IT OR NOT, A COUNTRY WITH HARD LOAN AIRFORCE
20240222 | 728 | ENTIRE RUSSIAN BASE EXPLODES! Breaking Ukraine War Footage And News With The Enforcer (Day 728) | RUSSIAN FORCES ARE GETTING SLAMMED FEROCIOUSLY BY UKRAINIAN FIRE. LONG LIVE THE LSA!                    
20240223 | 729 | US THREATENS RUSSIA, WAR IS COMING! Breaking Ukraine War Footage & News With The Enforcer (Day 729) | 48.141845369723704, 37.746642014639846. LONG LIVE THE LSA!
20240224 | 730 | LARGEST RUSSIAN FACTORY DESTROYED, 2 YEARS OF WAR! Breaking Ukraine War News With The Enforcer (730) | HERE IS TO TWO YEARS OF GLORIOUS DEFENSE OF UKRAINE THE WEST. SLAVA UKRAINI, LONG LIVE THE LSA!                    
20240225 | 731 | CRIPPLING RUSSIAN DEFEAT, GENERAL KILLED! Breaking Ukraine War News With The Enforcer (Day 731) | 47.38202124866343, 35.79080011444702 LONG LIVE THE LSA!
20240226 | 732 | UKRAINE PLANS MAJOR ATTACK! Breaking Ukraine War News And Footage With The Enforcer (Day 732) | RUSSIA IS PULLING OUT THE TEN CENT TECHNOLOGY TO TRY AND FIGHT. LONG LIVE THE LSA!                    
20240227 | 733 | - | -                    
20240228 | 734 | RUSSIA ATTACKS, UKRAINE LEAVES NO SURVIVORS! Breaking Ukraine War News With The Enforcer (Day 735) | ANOTHER FAILED ATTACK, LOSING DOZENS OF TANK SAND STUFF... THE LOSSES YOU TAKE WHEN YOU'R RUSSIAN TO WIN
20240229 | 735 | UKRAINE STRIKES, RUSSIA TARGETS MOLDOVA! Breaking Ukraine War News With The Enforcer (Day 735) | UKRAINE IS PUTTNG IN HEAVY EFFORTS NEAR AVDIIVKA TO WIPE OUT THE RUSSIANS. LONG LIVE THE LSA!

20240301 | 736 | RUSSIAN NUKES ARE READY, NATO MAY SEND TROOPS! Breaking Ukraine War News With The Enforcer (Day 736) | RUSSIA SAYS THEY HAVE NUKES READY AND THE ONLY THING GETTING NUKED IS THE RUSSIA'S HOPE OF BEING TAKEN SERIOUS. LSA!
20240302 | 737 | NATO WARNS RUSSIA, UKRAINE STRIKES CRIMEA! Breaking Ukraine War News With TheEnforcer (Day 737) | RUSSIA IS PLAYING WITH FIRE AND THEY LIVE IN A NEST OF PURE KINDLING. LONG LIVE THE LSA!                    
20240303 | 738 | UKRAINE ATTACKS PORT, KERCH BRIDGE CLOSES! Breaking Ukraine War News With The Enforcer (Day 738) | UKRAINE PULLED OFF ANOTHER SUCCESSFUL STRIKE, AND IT WAS SO GOOD THEY CLOSED THE BRIDGE. LONG LIVE THE LSA!
20240304 | 739 | OPEN REBELLION IN RUSSIA, MASSIVE BATTLES! Breaking Ukraine War News With The Enforcer (Day 739) | OH NO, NOW  RUSSIA HAS TO DEAL WITH A FULL BLOWN REBELLION IN SOUTHERN RUSSIA. LONG LIVE THE LSA!
20240305 | 740 | - | -                    
20240306 | 741 | RUSSIAN WARSHIP DESTROYED, KERCH BRIDGE OUT! Breaking Ukraine War News With The Enforcer (Day 741) | RUSSIA LOSING SHIPS AND NEARLY LOSING BRIDGES, LIKE A GAME OF BATTLESHIP OUT THERE. LONG LIVE THE LSA!
20240307 | 742 | ZELENSKY SURVIVES ATTACK, RUSSIA LOSES BATTLE! Breaking Ukraine War News With The Enforcer (Day 742) | RUSSIA TRIES AND FAILS TO RECOVER FROM THE DISASTER OF LAST WEEK. LONG LIVE THE LSA!                    
20240308 | 743 | AMERICA WARNS RUSSIA ATTACK IS COMING! Breaking Ukraine War News With The Enforcer (Day 743) | UKRAINE BE BULLIN' UP IN THIS B, GETTIN A THE RUSSINS HDI LIKE OSAMA. LONG LIVE THE LSA!
20240309 | 744 | FRANCE GIVES RUSSIA ULTIMATUM ON UKRAINE! Breaking Ukraine War News With The Enforcer (Day 744) | FRANCE IS CONTINUING TO PROVE TO BE ONE OF UKRAINE'S GREATEST ALLIES. LONG LIVE THE LSA!
20240310 | 745 | RUSSIAN POLICE SWARM MOSCOW! Breaking Ukraine War News With The Enforcer (Day 745) | MOSCOW IS PANICKING OVER THE REALITY THAT PEOPLE MAY NOT LIKE RUSSIA ALL THAT MUCH. LONG LIVE THE LSA!
20240311 | 746 | HUGE ATTACK IN ST. PETERSBURG, RUSSIA FURIOUS! Breaking Ukraine War News With The Enforcer (Day 746) | NATO IS IN UKRAINE, SOME WHERE, SOMEHOW, AND THE RUSSIANS WILL PROBABLY BE SCARED ABOUT THIS. LONG LIVE THE LSA!
20240312 | 747 | - | -                    
20240313 | 748 | RUSSIA INVADED, MASS ATTACKS EVERYWHERE! Breaking Ukraine War News With The Enforcer (Day 748) | THE FREEDOM OF RUSSIA HAS LONG BEEN COMING. LONG LIVE THE LSA, SLAVA UKRAINI, SLAVA FREE RUSSIA!
20240314 | 749 | RUSSIAN BORDER COLLAPSES, PUTIN THREATENS! Breaking Ukraine War News With The Enforcer (Day 749) | THE LIGHT OF LIBERATION WILL NEVER FADE FROM RUSSIAN SOIL. ONWARDS, FREE RUSSIA! LONG LIVE THE LSA!
20240315 | 750 | TACTICAL NUKES ON FRONT, FREE RUSSIA ADVANCES! Breaking Ukraine War News With The Enforcer (Day 750) | FREE RUSSIA WILL BE THE ONLY RUSSIA. SLAVA UKRAINI, SLAVA FREE RUSSIA, ONWARDS TO VICTORY! LSA!
20240316 | 751 | FREE RUSSIA IN BELGOROD, ELECTION VIOLENCE ! Breaking Ukraine War News With The Enforcer (Day 751) | THE FREE RUSSIAN ARMY MARCHES ON BELGOROD. LIBERATION COMES SOONER THAN EVEN HOPED FOR. LONG LIVE THE LSA!
20240317 | 752 | UKRAINE ATTACKS REFINERIES, RUSSIA RUNS DRY! Breaking Ukraine War News With The Enforcer (Day 752) | THE FREEDOM OF RUSSIA ARMY ARE GOING TO BE WORKING ON CLEANING OUT THE BELGOROD AREA. LONG LIVE THE LSA!
20240318 | 753 | MOSCOW ATTACKED, CITY ON LOCKDOWN! Breaking Ukraine War Footage And News With The Enforcer (Day 753) | MOSCOW IS LOOKING LIKE A GOOGLIEST MOOGLIEST JUICY TARGET THERE EVER WAS. LONG LIVE THE LSA!
20240319 | 754 | - | -                    
20240320 | 755 | RUSSIA EVACUATES BELGOROD, HUGE BATTLES! Breaking Ukraine War News With The Enforcer (Day 755) | RUSSIA IS NOW SHOWING HOW BAD IT IS BY EVACUATING THOUSANDS FROM BELGOROD. LONG LIVE THE LSA!
20240321 | 756 | RUSSIAN ARMY DEFEATED IN BELGOROD! Breaking Ukraine War News With The Enforcer (Day 756) | FORCES ARE GETTING BEAT BY FREE RUSSIANS FORCES AND THE WHOLE AREA IS A WARZONE. LONG LIVE THE LSA!
20240322 | 757 | UKRAINE STOPS MASSIVE ATTACK, RUSSIA OUTDONE! Breaking Ukraine War News With The Enforcer (Day 757) | ALL OF RUSSIA WILL NOW KNOW THE STORY OF THE FREE RUSSIAN ARMY, AND WHAT THEY HAVE DONE. LONG LIVE THE LSA!                    
20240323 | 758 | MASSIVE ATTACK ON MOSCOW, PUTIN LASHES OUT! Breaking Ukraine War News With The Enforcer (Day 758) | CROCUS CITY HALL WAS NEARLY A FALSE FLAG ATTACK. NOTICE HOW WELL BENT RUSSIAN WAS TO MAKE IT ONE. LONG LIVE THE LSA!                    
20240324 | 759 | RUSSIAN HQ IN SEVASTOPOL DESTROYED! Breaking Ukraine War News With The Enforcer (Day 759) | TODAY IS LSA DAY, THE SECOND YEAR THAT THE LSA HAS EXIST ON THE INTERNET. LONG LIVE THE LSA: THE LSA WILL NEVER DIE
20240325 | 760 | RUSSIA IN CHAOS; SHIPS HIT, PLANES DESTROYED! Breaking Ukraine War News With The Enforcer (Day 760) | RUSSIA IS IN A SPIRAL OF CHAOS THAT IS LEADING THEM TO A PASS. LONG LIVE THE LSA, THE LSA WILL NEVER DIE!
20240326 | 761 | - | -                    
20240327 | 762 | RUSSIA OUT OF TROOPS, NEEDS NEW ARMIES! Breaking Ukraine War News With The Enforcer (Day 762) | RUSSIA IS RUNNING OUT OF MEN SO BADLY THEY HAVE TO RAISE TWO NEW ARMIES. LONG LIVE THE LSA!                    
20240328 | 763 | NATO DEPLOYS TROOPS, EXPLOSIONS IN BELGOROD! Breaking Ukraine War News With The Enforcer (Day 763) | NATO IS READY TO ROLL THEY JUST DON'T SAY IT ALL THAT MUCH. LONG LIVE THE LSA!                    
20240329 | 764 | NATO AIRFIELDS TARGETED, JETS SHOT DOWN! Breaking Ukraine War News With The Enforcer (Day 764) | RUSSIAN IS PLAYING WITH FIRE TRYING TO SUGGEST PREEMPTIVE STRIKES ON WESTERN AIRFIELDS. LONG LIVE THE LSA!                    
20240330 | 765 | POLAND REVOKES TREATY; PREPARES FOR WAR! Breaking Ukraine War News With The Enforcer (Day 765) | POLAND IS ON THE STEADY PATH FOR WAR AND RUSSIA MAY NOT BE READY FOR WHAT IS IN STORE. LONG LIVE THE LSA!                    
20240331 | 766 | UKRAINE LIBERATES NORTHEAST, RUSSIANS RETREAT! Breaking Ukraine War News With The Enforcer (Day 766) | I LIKE MY HOTDOGS WITH EXTRA RELISH, THERE IS TRULY NO NEED TO EMBELLISH! LONG LIVE THE LSA!                    
20240401 | 767 | RUSSIA MOBILIZES 150,000 TROOPS, ARMY SUFFERS! Breaking Ukraine War News With The Enforcer (Day 767) | RUSSIAN FORCES ARE RUNNING LOW ON MAN POWER, ANOTHER 150K TO THE MEAT GRINDER. LONG LIVE THE LSA!
20240402 | 768 | - | -                    
20240403 | 769 | MASS ATTACKS INSIDE RUSSIA, CHAOS ENSUES! Breaking Ukraine War News With The Enforcer (Day 769) | EVERY THING IN RUSSIA IS ON FIRE, IT'S ONE OF THE FEW TIMES THE RUSSIAN HAS EVER FELT WARMTH. LONG LIVE THE LSA!
20240404 | 770 | - | -                    
20240405 | 771  | RUSSIAN AIRBASE BLOWN UP, IRAN FIRES MISSILES! Breaking Ukraine War News With The Enforcer (Day 771) | RUSSIA IS GETTING BEAT UP, AND WAR IS LOOMING IN THE MIDDLE EAST. THE WEST WILL PREVAIL, LONG LIVE THE LSA!
20240406 | 772 | EUROPE REVOKES PEACE TREATY, MOBILIZATION! Breaking Ukraine War News With The Enforcer (Day 772) | SO MANY COUNTRIES ARE BACKING OUT OF THE TREATY IT SHOWS WAR IS COMING. LONG LIVE THE LSA!                    
20240407 | 773 | UKRAINE ASKS FOR FRENCH SUPPORT, HUGE ATTACKS! Breaking Ukraine War News With The Enforcer (Day 773) | UKRAINE AND FRANCE ARE COOKITNG UP THE DEALS, VERY INTERESTING AND HOPEFULLY WILL GO FAR. LONG LIVE THE LSA!
20240408 | 774 | NUCLEAR POWERPLANT HIT, EUROPE WORRIED! Breaking Ukraine War News With The Enforcer (Day 774) | THE RUSSIANS ARE PLAYING WITH A DANGEROUS OUTCOME. THE ZNPP NEEDS TO BE IN A NEUTRAL ZONE.  LONG LIVE THE LSA!
20240409 | 775 | - | -                    
20240410 | 776 | RUSSIAN TOP GUN SCHOOL HIT, AIR FORCE HURT! Breaking Ukraine War News With The Enforcer (Day 776) | LET'S HOPE THAT UKRAINE WILL RECEIVE AID VERY SOON TO KEEP THE WAR EFFORT ROLLING! LONG LIVE THE LSA!                    
20240411 | 777 | MAJOR RUSSIAN FRIENDLY FIRE INCIDENT! Breaking Ukraine War News With The Enforcer (Day 777) | RUSSIAN FORCES ARE MAKING SURE THEY LOOK LIKE CLOWNS, HONK HONK. LONG LIVE THE LSA! 
20240412 | 778 | - | -                    
20240413 | 779 | RUSSIA CRUMBLING, SENDS NUCLEAR WARNING! Breaking Ukraine War News With The Enforcer (Day 779) | THE LSA WILL STEP BOLDLY IN TO THAT FUTURE UNKNOWN LONG LIVE THE LSA! THE LSA WILL NEVER DIE!                    
20240414 | 780 | IRAN LAUNCHES ATTACK ON ISRAEL, WAR DECLARED! Breaking Middle East News With The Enforcer (Day 1) | LONG LIVE THE LSA! THE LSA WILL NEVER DIE!                    
20240415 | 781 | ISRAEL DECLARES WAR WITH IRAN, ATTACK SOON! Breaking Ukraine/ Israel News W/ The Enforcer (Day 781) | RUSSIA AND IRAN WILL SOON LEARN THE MIGHT OF WESTERN METTLE AND STEEL. LONG LIVE THE LSA!
20240416 | 782 | - | -                    
20240417 | 783 | ISRAEL HITS IRANIAN GROUPS, RUSSIA JOINS IRAN! Breaking Ukraine War News With The Enforcer (Day 783) | RUSSIA IS TRYING TO PLAY TOO MANY GAMES AT ONE TIME, WHILE LOSING ALL OF THEM. LONG LIVE THE LSA!  
20240418 | 784 | UKRAINE DESTROYS KEY BOMBER FACTORY! Breaking Ukraine/ Israel War News With The Enforcer (Day 784) | RUSSIA JUST HAD THEIR BOMBER FACTORY BOMBED. IS THAT WHAT THE FACTORY WAS MADE FOR? LONG LIVE THE LSA!                    
20240419 | 785 | MASSIVE EXPLOSIONS IN IRAN, ISRAEL ATTACKS! Breaking Ukraine/Israel News With The Enforcer (Day 785) | ISRAEL IS STRIKING BACK AT THE AXIS OF EVIL. LONG LIVE THE LSA!, THE LSA WILL NEVER DIE!
20240420 | 786 | UKRAINE SHOOTS DOWN BOMBER, RUSSIA HOPELESS! Breaking Ukraine War News With The Enforcer (Day 786) | RUSSIA JUST HAD THEIR BOMBER FACTORY BOMBED. IS THAT WHAT THE FACTORY WAS MADE FOR? LONG LIVE THE LSA!
20240421 | 787 | UKRAINE HITS VITAL TARGETS, AID BILL PASSED! Breaking Ukraine War News With The Enforcer (Day 787) | RUSSIA JUST HAD THEIR BOMBER FACTORY BOMBED. IS THAT WHAT THE FACTORY WAS MADE FOR? LONG LIVE THE LSA!                    
20240422 | 788 | MAJOR RUSSIAN SHIP SINKS, UKRAINE STRIKES! Breaking Ukraine War News With The Enforcer (Day 788) | RUSSIA WILL ONLY HAVE THE RUBBER DUCKS LEFT IN THE BATHTUBS AS SHIPS IN THE NAVY. LONG LIVE THE LSA!                    
20240423 | 789 | - | -                    
20240424 | 790 | UKRAINE GETS SUPER MISSILE, RUSSIA IN FEAR! Breaking Ukraine War News With The Enforcer (Day 790) |  RUSSIA FEARS WHAT THE ATACMS WILL DO TO THEIS REAR LINES, IT'S GONNA BE UGLY. LONG LIVE THE LSA!               
20240425 | 791 | UKRAINE CLAIMS BIG VICTORY, RUSSIANS SHOCKED! Breaking Ukraine War News With The Enforcer (Day 791) | UKRAINE IS SLOWLY CHIPPING AWAY AT THE RUSSIAN FORCES ALONG THE RIVER. LONG LIVE THE LSA!                    
20240426 | 792 | RUSSIA THREATENS NATO NUCLEAR FACILITES! Breaking Ukraine War News With The EnforcerMatt (Day 792) | RUSSIA IS NOW GOING TO MAKE THE DUMBEST STATEMENTS IN THE WAR. REALLY GOOFY MOVE AGAIN. LONG LIVE THE LSA!
20240427 | 793 | - | -                    
20240428 | 794 | HUGE EXPLOSIONS IN RUSSIA, REFINERY BURNS! Breaking Ukraine War News With The Enforcer (Day 794) | RUSSIA CANNOT CATCH A BREAK, THEY WILL BE TOASTED OVER AND OVER. LONG LIVE THE LSA!
20240429 | 795 | MAJOR ATTACK ON RUSSIAN AIRBASE, NATO MOVING! Breaking Ukraine War News With The Enforcer (Day 795) | 46.534582579484095, 39.555092031359166 GETTING HIT HARD!                    
20240430 | 796 | - | -                    

